;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000060571;Peds1;1621.048395;0.711393119;-0.491281075;0.199125611;-2.467191804;0.013617739;0.999244754;plasmanylethanolamine desaturase 1;;;
ENSRNOG00000015133;Kmt2a;9528.485926;1.434705789;0.520754918;0.211085488;2.46703325;0.013623771;0.999244754;lysine methyltransferase 2A;;;
ENSRNOG00000015385;Pink1;6315.912049;0.735059658;-0.44406675;0.180023242;-2.466718988;0.013635732;0.999244754;PTEN induced kinase 1;;;
ENSRNOG00000001242;Gstt3;1362.757705;0.49817181;-1.005284708;0.408622872;-2.460177283;0.01388684;0.999244754;glutathione S-transferase; theta 3;;
ENSRNOG00000001156;Msi1;1403.868384;0.709950299;-0.494210065;0.200910324;-2.459854004;0.013899354;0.999244754;musashi RNA-binding protein 1;;;
ENSRNOG00000056658;Xylt1;6032.437207;1.362572902;0.446333421;0.181641165;2.457226157;0.014001451;0.999244754;xylosyltransferase 1;;;
ENSRNOG00000000894;Fry;14725.37141;1.330168846;0.411609387;0.167583739;2.456141564;0.014043782;0.999244754;FRY microtubule binding protein;;;
ENSRNOG00000016189;Frmd5;5012.367647;0.717732431;-0.478481985;0.194909526;-2.454892766;0.014092662;0.999244754;FERM domain containing 5;;;
ENSRNOG00000027791;Cox7a2;592.7560015;0.61656541;-0.697674141;0.284396975;-2.453170046;0.014160338;0.999244754;cytochrome c oxidase subunit 7A2;;;
ENSRNOG00000018795;Rpl18a;5559.400292;0.660995028;-0.597288675;0.24363384;-2.451583394;0.014222923;0.999244754;ribosomal protein L18A;;;
ENSRNOG00000019873;B3gat3;4772.345115;0.737339549;-0.439598953;0.179397078;-2.450424263;0.014268798;0.999244754;beta-1;3-glucuronyltransferase 3;;
ENSRNOG00000002767;Dlg3;6480.440855;1.305281576;0.384361059;0.157083346;2.44686065;0.014410654;0.999244754;discs large MAGUK scaffold protein 3;;;
ENSRNOG00000001376;Mettl7a;1523.242585;0.51628705;-0.953754684;0.390047663;-2.44522599;0.01447614;0.999244754;methyltransferase like 7A;;;
ENSRNOG00000001830;Bmal2;305.1841799;1.906333185;0.930800293;0.380744728;2.444683339;0.014497937;0.999244754;basic helix-loop-helix ARNT like 2;;;
ENSRNOG00000066953;NA;1736.376556;0.60817134;-0.717450263;0.293570845;-2.443874366;0.014530486;0.999244754;NA;;;
ENSRNOG00000023299;Hfm1;1008.346188;1.768302788;0.82236533;0.33913245;2.424908995;0.015312225;0.999244754;helicase for meiosis 1;;;
ENSRNOG00000048433;NA;4293.541857;0.536624202;-0.898015974;0.370586351;-2.423230028;0.015383183;0.999244754;NA;;;
ENSRNOG00000031364;Kif1c;4326.387743;0.583432305;-0.777362824;0.320993518;-2.42173994;0.0154464;0.999244754;kinesin family member 1C;;;
ENSRNOG00000011478;Ackr4;13.83177951;0.027470971;-5.185948286;2.142244619;-2.420801173;0.015486345;0.999244754;atypical chemokine receptor 4;;;
ENSRNOG00000036691;Mcrip1;1574.038928;0.707195211;-0.499819589;0.20654001;-2.419964971;0.015522002;0.999244754;MAPK regulated co-repressor interacting protein 1;;;
ENSRNOG00000018454;Apoe;59673.87317;0.737954428;-0.438396368;0.18140697;-2.416645674;0.015664257;0.999244754;apolipoprotein E;;;
ENSRNOG00000000491;Spdef;12.49987488;0.014212444;-6.13670149;2.541658635;-2.41444756;0.015759091;0.999244754;SAM pointed domain containing ets transcription factor;;;
ENSRNOG00000004206;Glrx5;787.8270798;0.639831672;-0.644235686;0.267147578;-2.411534822;0.015885535;0.999244754;glutaredoxin 5;;;
ENSRNOG00000042623;Sh2d4b;45.48084862;0.251083536;-1.993760664;0.82705292;-2.410680882;0.015922774;0.999244754;SH2 domain containing 4B;;;
ENSRNOG00000006828;Baz1a;223.8317463;0.538164011;-0.893882179;0.37100471;-2.409355337;0.01598073;0.999244754;bromodomain adjacent to zinc finger domain; 1A;;
ENSRNOG00000029698;Pim3;564.5527699;0.531375347;-0.912196799;0.378919329;-2.407364123;0.01606814;0.999244754;Pim-3 proto-oncogene; serine/threonine kinase;;
ENSRNOG00000031439;NA;189.0264858;0.466542251;-1.099920355;0.457067698;-2.406471427;0.016107464;0.999244754;NA;;;
ENSRNOG00000047799;Gnb5;5260.862597;0.764525368;-0.387363723;0.160986129;-2.406193165;0.016119739;0.999244754;G protein subunit beta 5;;;
ENSRNOG00000064233;Serf2;2442.866021;0.743133481;-0.428306726;0.178153315;-2.404146825;0.016210261;0.999244754;small EDRK-rich factor 2;;;
ENSRNOG00000034180;Rpl37l1;3986.278543;0.727579272;-0.458823652;0.190880691;-2.403719575;0.016229217;0.999244754;ribosomal protein L37-like 1;;;
ENSRNOG00000020289;Akt1s1;1682.797942;0.71418807;-0.48562406;0.20203933;-2.403611522;0.016234015;0.999244754;AKT1 substrate 1;;;
ENSRNOG00000027694;Rps7-ps23;8857.303508;0.744818973;-0.425038271;0.177035118;-2.400869812;0.016356154;0.999244754;ribosomal protein S7; pseudogene 23;;
ENSRNOG00000021272;Mcm8;215.384901;1.944418566;0.959338815;0.399604115;2.400723063;0.016362715;0.999244754;minichromosome maintenance 8 homologous recombination repair factor;;;
ENSRNOG00000017725;Pnlip;139.1064013;0.355256239;-1.493068109;0.622239222;-2.399508192;0.016417112;0.999244754;pancreatic lipase;;;
ENSRNOG00000001700;Whrn;2218.209782;0.705251015;-0.503791257;0.209968619;-2.399364526;0.016423556;0.999244754;whirlin;;;
ENSRNOG00000012728;Nkx2-2;91.17345637;0.331417675;-1.59327755;0.665429121;-2.394361022;0.016649352;0.999244754;NK2 homeobox 2;;;
ENSRNOG00000017079;Pgm2l1;32838.75943;1.449714222;0.535768534;0.223968613;2.392159005;0.016749584;0.999244754;phosphoglucomutase 2-like 1;;;
ENSRNOG00000064485;Znf431l-ps8;569.4641744;1.578475387;0.658531765;0.275644542;2.389061508;0.016891474;0.999244754;zinc finger protein 431 like; pseudogene 8;;
ENSRNOG00000028845;Ebf1;344.5884286;2.652906519;1.40757384;0.589617916;2.387264364;0.01697428;0.999244754;EBF transcription factor 1;;;
ENSRNOG00000006639;Scn9a;635.6102019;2.246238312;1.167510997;0.489346677;2.385856595;0.017039394;0.999244754;sodium voltage-gated channel alpha subunit 9;;;
ENSRNOG00000018969;Gpatch4;789.2218559;0.569936234;-0.811127579;0.340033929;-2.385431304;0.017059108;0.999244754;G patch domain containing 4;;;
ENSRNOG00000052017;Dio3;33.0811228;11.9488006;3.578793905;1.500532543;2.385015854;0.017078385;0.999244754;iodothyronine deiodinase 3;;;
ENSRNOG00000016368;Ppp1r14c;1281.39939;1.603794026;0.68148887;0.285796693;2.384523285;0.017101266;0.999244754;protein phosphatase 1; regulatory (inhibitor) subunit 14c;;
ENSRNOG00000027859;Tmem26;65.19123587;3.955500528;1.983860265;0.83247043;2.383099978;0.017167531;0.999244754;transmembrane protein 26;;;
ENSRNOG00000042094;Prr13;1039.40673;0.70573973;-0.502791865;0.211193589;-2.380715567;0.017279048;0.999244754;proline rich 13;;;
ENSRNOG00000020851;Aplp1;39229.00101;0.714937037;-0.484111902;0.203347779;-2.380709075;0.017279352;0.999244754;amyloid beta precursor like protein 1;;;
ENSRNOG00000067799;Selenow;10700.59295;0.731752221;-0.450572876;0.189280236;-2.380453903;0.017291324;0.999244754;selenoprotein W;;;
ENSRNOG00000052613;Casp6;57.69404323;0.293573797;-1.768204889;0.743891465;-2.376966227;0.017455686;0.999244754;caspase 6;;;
ENSRNOG00000068444;Kcnj10;11280.82138;0.675456351;-0.566065552;0.238428609;-2.374151128;0.017589349;0.999244754;potassium inwardly-rectifying channel; subfamily J; member 10;
ENSRNOG00000000700;Tmem119;443.0411541;0.541550734;-0.884831595;0.373104372;-2.371539067;0.017714174;0.999244754;transmembrane protein 119;;;
ENSRNOG00000062279;Cln5;337.2141153;0.607915593;-0.718057071;0.302820151;-2.371232786;0.017728861;0.999244754;CLN5; intracellular trafficking protein;;
ENSRNOG00000007894;Mpdz;6910.70117;1.371489314;0.455743382;0.192296369;2.370005133;0.017787838;0.999244754;multiple PDZ domain crumbs cell polarity complex component;;;
ENSRNOG00000048088;Mest;2337.39394;1.511086494;0.595586242;0.251610604;2.367095155;0.017928323;0.999244754;mesoderm specific transcript;;;
ENSRNOG00000018445;Agt;2400.985862;0.646156377;-0.63004474;0.266221752;-2.366616308;0.017951533;0.999244754;angiotensinogen;;;
ENSRNOG00000011329;Pkm;18264.84626;0.788398296;-0.343003436;0.14499857;-2.365564272;0.018002618;0.999244754;pyruvate kinase M1/2;;;
ENSRNOG00000054155;Srarp;137.6147734;2.831518317;1.501575863;0.635048141;2.36450714;0.018054079;0.999244754;steroid receptor associated and regulated protein;;;
ENSRNOG00000037850;Mtarc1;1456.686153;0.697376671;-0.519989991;0.219985097;-2.363750993;0.018090968;0.999244754;mitochondrial amidoxime reducing component 1;;;
ENSRNOG00000016753;Slc14a1;1733.395151;0.731783004;-0.450512186;0.190713984;-2.362239914;0.018164882;0.999244754;solute carrier family 14 member 1 (Kidd blood group);;;
ENSRNOG00000003276;Myo1d;1878.716713;0.590597993;-0.75975164;0.321846278;-2.360604093;0.018245197;0.999244754;myosin ID;;;
ENSRNOG00000018434;Stab1;152.5820908;2.640748053;1.400946664;0.593804285;2.359273418;0.018310759;0.999244754;stabilin 1;;;
ENSRNOG00000015030;Tjp2;1371.390514;0.601522256;-0.733309978;0.311122204;-2.356983751;0.018424053;0.999244754;tight junction protein 2;;;
ENSRNOG00000068566;Msx1;39.4003275;0.154513969;-2.694190823;1.143239316;-2.356628909;0.018441666;0.999244754;msh homeobox 1;;;
ENSRNOG00000007574;Padi2;2510.251878;0.566957542;-0.818687394;0.347418285;-2.356489076;0.01844861;0.999244754;peptidyl arginine deiminase 2;;;
ENSRNOG00000027012;Usp54;5517.562391;0.552655315;-0.855548126;0.363343707;-2.354652386;0.01854004;0.999244754;ubiquitin specific peptidase 54;;;
ENSRNOG00000002768;Tmem114;47.58159935;0.227703339;-2.134772648;0.908271977;-2.350367184;0.0187549;0.999244754;transmembrane protein 114;;;
ENSRNOG00000014284;Elof1;680.0740027;0.65143543;-0.618305908;0.26340906;-2.3473221;0.018908901;0.999244754;elongation factor 1;;;
ENSRNOG00000017488;Snx24;1704.564004;0.721621234;-0.470686304;0.200726727;-2.344910969;0.019031624;0.999244754;sorting nexin 24;;;
ENSRNOG00000029042;ND6;5628.866627;0.568540578;-0.814664773;0.34765321;-2.343325906;0.01911268;0.999244754;NADH dehydrogenase subunit 6;;;
ENSRNOG00000071050;LOC102555644;715.0377343;1.474353477;0.560082452;0.239051879;2.342932651;0.019132836;0.999244754;zinc finger protein 182-like;;;
ENSRNOG00000028448;Elovl1;1135.410139;0.543906773;-0.878568703;0.375280733;-2.341097279;0.019227157;0.999244754;ELOVL fatty acid elongase 1;;;
ENSRNOG00000020230;Pias4;723.341977;0.676521383;-0.563792561;0.240870626;-2.340644728;0.019250476;0.999244754;protein inhibitor of activated STAT;4;;
ENSRNOG00000067120;Paqr8;10821.67414;0.645506505;-0.63149646;0.269819996;-2.340436101;0.019261234;0.999244754;progestin and adipoQ receptor family member 8;;;
ENSRNOG00000009694;Bmp4;200.2621379;0.361469904;-1.46805256;0.627378311;-2.339979776;0.019284784;0.999244754;bone morphogenetic protein 4;;;
ENSRNOG00000020595;Rps11;7154.889401;0.751331595;-0.412478323;0.176324745;-2.339310482;0.019319371;0.999244754;ribosomal protein S11;;;
ENSRNOG00000024066;Fundc2;618.1444297;0.65718504;-0.605628455;0.259011267;-2.338232087;0.019375212;0.999244754;FUN14 domain containing 2;;;
ENSRNOG00000010881;Trak2;10690.79855;0.696631383;-0.521532627;0.223299992;-2.33556939;0.019513695;0.999244754;trafficking kinesin protein 2;;;
ENSRNOG00000008868;Dusp19;1271.162368;0.597905456;-0.742010719;0.317807548;-2.33478004;0.019554914;0.999244754;dual specificity phosphatase 19;;;
ENSRNOG00000001657;Cldnd1;3444.30585;0.72140175;-0.471125172;0.201818218;-2.334403591;0.019574599;0.999244754;claudin domain containing 1;;;
ENSRNOG00000007089;Lgmn;3502.832759;0.767282729;-0.382169814;0.163768345;-2.333600029;0.019616675;0.999244754;legumain;;;
ENSRNOG00000019584;Dlk1;56.02103771;3.982964397;1.993842584;0.85480028;2.332524487;0.019673116;0.999244754;delta like non-canonical Notch ligand 1;;;
ENSRNOG00000066167;NA;14.11289843;0.020672651;-5.596132769;2.399191122;-2.332508118;0.019673976;0.999244754;NA;;;
ENSRNOG00000012406;Pcbp4;3851.511722;0.720513504;-0.472902625;0.203064558;-2.328828968;0.019868128;0.999244754;poly(rC) binding protein 4;;;
ENSRNOG00000003289;Lap3;1939.772709;0.572729481;-0.804074229;0.346147934;-2.322920782;0.020183409;0.999244754;leucine aminopeptidase 3;;;
ENSRNOG00000019382;Zbtb47;2249.759775;0.715336959;-0.483305113;0.208070514;-2.32279482;0.020190178;0.999244754;zinc finger and BTB domain containing 47;;;
ENSRNOG00000008683;Alk;1215.701699;1.558396955;0.640062764;0.275859303;2.32025078;0.020327315;0.999244754;ALK receptor tyrosine kinase;;;
ENSRNOG00000006816;Ubr5;13207.93011;1.269583704;0.344355516;0.148484069;2.319141151;0.020387384;0.999244754;ubiquitin protein ligase E3 component n-recognin 5;;;
ENSRNOG00000011323;Lgi3;2577.247196;0.521396249;-0.939547891;0.405285478;-2.318237248;0.020436431;0.999244754;leucine-rich repeat LGI family; member 3;;
ENSRNOG00000013914;Gpr132;10.95274834;0.017492515;-5.837118422;2.517926183;-2.318224601;0.020437118;0.999244754;G protein-coupled receptor 132;;;
ENSRNOG00000024707;Tp73;36.01929739;8.652624179;3.113137741;1.343232533;2.317646174;0.020468559;0.999244754;tumor protein p73;;;
ENSRNOG00000032590;Ttc28;1329.284035;1.421629363;0.507545385;0.219177788;2.315678931;0.020575806;0.999244754;tetratricopeptide repeat domain 28;;;
ENSRNOG00000046667;Fosb;969.2132732;1.951331816;0.964459123;0.416607431;2.315031011;0.020611235;0.999244754;FosB proto-oncogene; AP-1 transcription factor subunit;;
ENSRNOG00000057284;Cenpb;2694.188882;0.621099294;-0.687104166;0.297069996;-2.312936933;0.020726107;0.999244754;centromere protein B;;;
ENSRNOG00000006357;Sgip1;19684.54856;1.323546211;0.404408566;0.174918676;2.311980489;0.020778759;0.999244754;SH3GL interacting endocytic adaptor 1;;;
ENSRNOG00000005988;Arl8a;6821.67606;0.775956662;-0.365952016;0.158410331;-2.310152465;0.020879715;0.999244754;ADP-ribosylation factor like GTPase 8A;;;
ENSRNOG00000062640;LOC102546946;68.28062356;0.357095317;-1.485618881;0.64311639;-2.310031128;0.020886431;0.999244754;uncharacterized LOC102546946;;;
ENSRNOG00000066932;Pfdn2;3622.706146;0.720528575;-0.472872447;0.204990677;-2.306799773;0.021065985;0.999244754;prefoldin subunit 2;;;
ENSRNOG00000005007;Scn3a;4011.07226;1.320072388;0.400617044;0.173811119;2.304898824;0.021172241;0.999244754;sodium voltage-gated channel alpha subunit 3;;;
ENSRNOG00000004564;Lrriq1;548.900004;1.649131444;0.721706394;0.313422523;2.302662827;0.021297821;0.999244754;leucine-rich repeats and IQ motif containing 1;;;
ENSRNOG00000007324;Plxna2;8765.591936;1.358422592;0.441932357;0.192012124;2.301585689;0.021358548;0.999244754;plexin A2;;;
ENSRNOG00000008806;Clip4;905.2150733;1.555362428;0.637250794;0.276910362;2.301289084;0.021375296;0.999244754;CAP-GLY domain containing linker protein family; member 4;;
ENSRNOG00000064622;NA;54.230275;3.154173402;1.657261975;0.720844963;2.299054663;0.021501835;0.999244754;NA;;;
ENSRNOG00000000151;Ldlrap1;441.7730721;0.365950293;-1.450280395;0.630855086;-2.298912108;0.021509931;0.999244754;low density lipoprotein receptor adaptor protein 1;;;
ENSRNOG00000019723;Rbm12;1373.31321;1.397976875;0.483340496;0.21043615;2.29685107;0.021627267;0.999244754;RNA binding motif protein 12;;;
ENSRNOG00000019350;Lyzl4;53.50988678;0.190170389;-2.394635467;1.043001252;-2.295908525;0.021681112;0.999244754;lysozyme-like 4;;;
ENSRNOG00000033940;Adgrl4;1084.661183;2.065500883;1.046491677;0.455868096;2.295601921;0.021698653;0.999244754;adhesion G protein-coupled receptor L4;;;
ENSRNOG00000017466;Kif5b;13930.92374;0.729805814;-0.45441545;0.198061454;-2.294315426;0.021772387;0.999244754;kinesin family member 5B;;;
ENSRNOG00000000481;Cuta;747.3448605;0.684586689;-0.546694854;0.238289993;-2.294241764;0.021776616;0.999244754;cutA divalent cation tolerance homolog;;;
ENSRNOG00000004676;Pak3;2678.490877;1.418986222;0.504860582;0.22017194;2.293028719;0.021846352;0.999244754;p21 (RAC1) activated kinase 3;;;
ENSRNOG00000013351;Stxbp5;7944.22286;1.356238097;0.439610476;0.191934056;2.290424564;0.021996717;0.999244754;syntaxin binding protein 5;;;
ENSRNOG00000015335;Rpl13;986.4787396;0.707228725;-0.499751223;0.218283955;-2.289454686;0.022052948;0.999244754;ribosomal protein L13;;;
ENSRNOG00000002004;Prdm8;976.4211986;1.680491631;0.748883358;0.327196245;2.288789585;0.022091581;0.999244754;PR/SET domain 8;;;
ENSRNOG00000027357;Sox17;316.1860406;2.648774905;1.405325247;0.614225862;2.2879617;0.022139752;0.999244754;SRY-box transcription factor 17;;;
ENSRNOG00000021004;Rasip1;548.9925599;1.831392354;0.872940904;0.38162984;2.28740212;0.022172363;0.999244754;Ras interacting protein 1;;;
ENSRNOG00000012561;Arhgef10;1326.449203;0.576721222;-0.794053984;0.347557238;-2.284671118;0.022332119;0.999244754;Rho guanine nucleotide exchange factor 10;;;
ENSRNOG00000019811;Timm23;1445.967517;0.721663332;-0.470602143;0.205991819;-2.284567152;0.022338221;0.999244754;translocase of inner mitochondrial membrane 23;;;
ENSRNOG00000021493;Prdm9;52.42277772;0.274689408;-1.864126816;0.817174694;-2.281185197;0.02253749;0.999244754;PR/SET domain 9;;;
ENSRNOG00000025290;Map3k15;98.92853324;2.305792514;1.205262699;0.528711825;2.279621224;0.022630163;0.999244754;mitogen-activated protein kinase kinase kinase 15;;;
ENSRNOG00000011585;Fat3;7205.888311;1.445984159;0.532051748;0.233520129;2.278397798;0.022702887;0.999244754;FAT atypical cadherin 3;;;
ENSRNOG00000033169;Cpeb4;17107.25187;1.304128968;0.383086548;0.16818783;2.277730494;0.02274264;0.999244754;cytoplasmic polyadenylation element binding protein 4;;;
ENSRNOG00000056585;Fscn1;5916.011317;0.713679698;-0.486651361;0.213877858;-2.275370463;0.022883716;0.999244754;fascin actin-bundling protein 1;;;
ENSRNOG00000070011;Carmn;78.0080645;3.668411824;1.875155608;0.824432321;2.274480949;0.022937085;0.999244754;cardiac mesoderm enhancer-associated non-coding RNA;;;
ENSRNOG00000070735;NA;30.4131311;4.494878612;2.168282155;0.95359572;2.273796023;0.022978253;0.999244754;NA;;;
ENSRNOG00000032058;Pogk;1751.847112;0.701728856;-0.511014405;0.224830057;-2.27289185;0.023032698;0.999244754;pogo transposable element derived with KRAB domain;;;
ENSRNOG00000014592;Zbtb46;924.4589302;1.503262241;0.588096706;0.258819827;2.272224325;0.023072965;0.999244754;zinc finger and BTB domain containing 46;;;
ENSRNOG00000002258;Tmem150c;3053.244648;1.377628042;0.462186414;0.203533578;2.270811618;0.023158384;0.999244754;transmembrane protein 150C;;;
ENSRNOG00000010524;Cryab;588.5188368;0.3809891;-1.392178373;0.613613101;-2.268821135;0.023279205;0.999244754;crystallin; alpha B;;
ENSRNOG00000014082;Sp7;32.74087739;0.211438748;-2.241688309;0.988374418;-2.268055777;0.023325807;0.999244754;Sp7 transcription factor;;;
ENSRNOG00000013011;Dnajb4;2409.406393;1.322546729;0.403318697;0.177906177;2.26703032;0.023388374;0.999244754;DnaJ heat shock protein family (Hsp40) member B4;;;
ENSRNOG00000046005;Scd2;136790.2583;0.687444218;-0.540685442;0.238523311;-2.266803361;0.023402241;0.999244754;stearoyl-Coenzyme A desaturase 2;;;
ENSRNOG00000051977;Mmrn2;387.9607979;2.777891175;1.473990082;0.650276682;2.266712192;0.023407813;0.999244754;multimerin 2;;;
ENSRNOG00000003029;Calr;19100.9533;0.765660667;-0.385222948;0.170008057;-2.265909954;0.023456897;0.999244754;calreticulin;;;
ENSRNOG00000001554;RGD1563888;835.1639017;0.423826362;-1.238454769;0.546828438;-2.264795836;0.023525211;0.999244754;similar to DNA segment; Chr 16; ERATO Doi 472; expressed
ENSRNOG00000016810;Stmn1;25469.97833;0.782738702;-0.353397315;0.156164495;-2.262981191;0.023636849;0.999244754;stathmin 1;;;
ENSRNOG00000010091;Efcab14;3935.348041;0.727204984;-0.459566007;0.203129299;-2.26243092;0.023670792;0.999244754;EF-hand calcium binding domain 14;;;
ENSRNOG00000001452;Fzd9;254.3459577;0.542287116;-0.8828712;0.390668582;-2.259898136;0.023827574;0.999244754;frizzled class receptor 9;;;
ENSRNOG00000023360;Fus;7879.266083;1.26233237;0.336091819;0.148782851;2.258941923;0.023886998;0.999244754;Fus RNA binding protein;;;
ENSRNOG00000019212;Tpp1;2775.272407;0.754286683;-0.40681514;0.180174036;-2.257901019;0.023951831;0.999244754;tripeptidyl peptidase 1;;;
ENSRNOG00000045816;Gria1;19982.74563;1.404463913;0.490019556;0.217077477;2.257348677;0.023986296;0.999244754;glutamate ionotropic receptor AMPA type subunit 1;;;
ENSRNOG00000038499;LOC685351;21.26188276;8.652561581;3.113127304;1.379211537;2.25717899;0.023996893;0.999244754;similar to flavin containing monooxygenase 5;;;
ENSRNOG00000007726;Mcam;893.9818158;0.419820437;-1.252155694;0.554831654;-2.256820938;0.024019266;0.999244754;melanoma cell adhesion molecule;;;
ENSRNOG00000001192;Gltp;1144.744777;0.541494228;-0.884982135;0.392208449;-2.256407627;0.024045114;0.999244754;glycolipid transfer protein;;;
ENSRNOG00000002520;Litaf;735.9763958;0.511625856;-0.966838918;0.428563128;-2.25600117;0.024070558;0.999244754;lipopolysaccharide-induced TNF factor;;;
ENSRNOG00000002928;Guk1;3281.639226;0.726300067;-0.461362381;0.204662553;-2.254258902;0.024179885;0.999244754;guanylate kinase 1;;;
ENSRNOG00000063339;NA;1191.139015;0.595025816;-0.748975833;0.332559181;-2.252158039;0.024312287;0.999244754;NA;;;
ENSRNOG00000067077;Aph1bl2;515.7891263;1.845133372;0.883725103;0.392428415;2.25193964;0.024326087;0.999244754;aph-1 homolog B; gamma secretase subunit like 2;;
ENSRNOG00000007657;Col27a1;1237.712156;1.639169644;0.712965172;0.316806229;2.250477127;0.024418674;0.999244754;collagen type XXVII alpha 1 chain;;;
ENSRNOG00000016281;Col4a1;2259.0796;1.698381309;0.7641604;0.339816535;2.248744016;0.024528787;0.999244754;collagen type IV alpha 1 chain;;;
ENSRNOG00000011815;Sgk1;2601.0048;0.582197466;-0.780419534;0.34707404;-2.248567872;0.024540002;0.999244754;serum/glucocorticoid regulated kinase 1;;;
ENSRNOG00000031669;Lpp;615.5769244;1.47533883;0.561046325;0.249573548;2.248019992;0.024574915;0.999244754;LIM domain containing preferred translocation partner in lipoma;;;
ENSRNOG00000023116;Agmo;167.5418957;0.32283027;-1.631152235;0.725628911;-2.247915167;0.0245816;0.999244754;alkylglycerol monooxygenase;;;
ENSRNOG00000012748;Vamp8;218.6294007;0.502164018;-0.993769436;0.442369522;-2.24646904;0.02467398;0.999244754;vesicle-associated membrane protein 8;;;
ENSRNOG00000014004;Ncoa7;5566.220568;1.292242379;0.369876694;0.16470981;2.245626376;0.02472795;0.999244754;nuclear receptor coactivator 7;;;
ENSRNOG00000008564;Tmem222;1564.055521;0.73957168;-0.435238113;0.193962884;-2.243924736;0.024837244;0.999244754;transmembrane protein 222;;;
ENSRNOG00000030759;Nhs;391.7384968;1.683844468;0.751758887;0.335054216;2.243693262;0.024852144;0.999244754;NHS actin remodeling regulator;;;
ENSRNOG00000020673;Pbxip1;2056.394534;0.704821968;-0.504669205;0.224932238;-2.24364995;0.024854933;0.999244754;PBX homeobox interacting protein 1;;;
ENSRNOG00000059507;Lamc3;190.1791301;2.439662152;1.286681375;0.573826722;2.24228208;0.024943147;0.999244754;laminin subunit gamma 3;;;
ENSRNOG00000018297;Ocln;843.3938708;2.007021106;1.005055788;0.448777613;2.239540833;0.025120748;0.999244754;occludin;;;
ENSRNOG00000009266;Anp32b;2251.560948;0.71664812;-0.480663178;0.214690414;-2.238866512;0.025164603;0.999244754;acidic nuclear phosphoprotein 32 family member B;;;
ENSRNOG00000027873;RT1-M1-4;12.25815551;0.032531053;-4.942038647;2.207951187;-2.238291623;0.025202044;0.999244754;RT1 class I; locus M1; gene 4;
ENSRNOG00000013971;Psat1;6058.138727;0.645674445;-0.631121167;0.282073472;-2.237435381;0.025257898;0.999244754;phosphoserine aminotransferase 1;;;
ENSRNOG00000060831;Clca1;37.1743109;0.086241227;-3.535478483;1.580201561;-2.23735919;0.025262874;0.999244754;chloride channel accessory 1;;;
ENSRNOG00000020259;RGD1305347;7.626914128;0.012633106;-6.30664675;2.821465723;-2.23523777;0.025401743;0.999244754;similar to RIKEN cDNA 2610528J11;;;
ENSRNOG00000024917;Flacc1;175.5330498;2.26228824;1.177782756;0.527020371;2.234795506;0.025430777;0.999244754;flagellum associated containing coiled-coil domains 1;;;
ENSRNOG00000004873;Prkch;363.0203451;1.686754563;0.754250065;0.337650479;2.233819028;0.025494983;0.999244754;protein kinase C; eta;;
ENSRNOG00000013766;Acaa2;781.379361;0.706538939;-0.501159021;0.224455971;-2.232772059;0.02556398;0.999244754;acetyl-CoA acyltransferase 2;;;
ENSRNOG00000000307;Mical1;333.2549279;1.769312065;0.823188528;0.369196797;2.229674078;0.025769088;0.999244754;microtubule associated monooxygenase; calponin and LIM domain containing 1;;
ENSRNOG00000056214;NA;99.72660721;0.21643867;-2.207969817;0.991264372;-2.227427798;0.025918696;0.999244754;NA;;;
ENSRNOG00000001036;Rsph10b;362.3138785;2.091854222;1.064782316;0.478752009;2.224079057;0.026143126;0.999244754;radial spoke head 10 homolog B;;;
ENSRNOG00000062892;NA;169.835204;1.923847427;0.943994389;0.424735751;2.22254516;0.026246486;0.999244754;NA;;;
ENSRNOG00000049579;LOC102546596;112.0126136;0.241537986;-2.049678001;0.922541718;-2.221772696;0.026298671;0.999244754;pre-mRNA-splicing factor CWC22 homolog;;;
ENSRNOG00000031269;RGD1304694;2642.51153;0.655767141;-0.608744481;0.274600369;-2.21683781;0.026634177;0.999244754;similar to CG9646-PA;;;
ENSRNOG00000021702;Mcmdc2;637.761544;1.712506665;0.776109603;0.350417081;2.214816699;0.026772649;0.999244754;minichromosome maintenance domain containing 2;;;
ENSRNOG00000021053;Lsr;291.1982472;2.433319059;1.2829255;0.579503725;2.213834779;0.026840147;0.999244754;lipolysis stimulated lipoprotein receptor;;;
ENSRNOG00000015794;Fam83d;164.1616976;0.296940299;-1.751755195;0.791315258;-2.213726043;0.02684763;0.999244754;family with sequence similarity 83; member D;;
ENSRNOG00000065326;NA;8.176532438;0.017492333;-5.8371335;2.639176982;-2.211724921;0.026985678;0.999244754;NA;;;
ENSRNOG00000018836;C19h1orf198;5232.850314;0.768167602;-0.380506976;0.172044119;-2.211682552;0.026988607;0.999244754;similar to human chromosome 1 open reading frame 198;;;
ENSRNOG00000016013;Gprc5b;11874.0057;0.709563939;-0.494995403;0.223925977;-2.210531399;0.027068304;0.999244754;G protein-coupled receptor; class C; group 5; member B
ENSRNOG00000059714;Hsp90aa1;55578.38749;0.80133801;-0.319517186;0.144598548;-2.209684604;0.027127059;0.999244754;heat shock protein 90 alpha family class A member 1;;;
ENSRNOG00000033658;Kntc1;178.7236648;1.917208418;0.939007179;0.42498298;2.209517141;0.027138692;0.999244754;kinetochore associated 1;;;
