;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000007763;Plod1;679.2677231;0.758914528;-0.397990683;0.109932548;-3.62031709;0.000294242;0.0293606;procollagen-lysine; 2-oxoglutarate 5-dioxygenase 1;;;ENSG00000083444
ENSRNOG00000007764;Frmd4b;1155.074028;0.719306102;-0.475322253;0.129999887;-3.656328215;0.000255854;0.028409383;FERM domain containing 4B;;;;ENSG00000114541
ENSRNOG00000007830;Apold1;337.1002832;0.62547784;-0.676969324;0.285951546;-2.3674267;0.017912268;0.19615212;apolipoprotein L domain containing 1;;;;ENSG00000178878
ENSRNOG00000007837;Acot11;244.0651115;0.661721856;-0.595703164;0.224665096;-2.651516294;0.008013125;0.134169869;acyl-CoA thioesterase 11;;;;ENSG00000162390
ENSRNOG00000007850;Mok;1058.763946;1.25601714;0.328856152;0.113222426;2.904514264;0.003678234;0.094539347;MOK protein kinase;;;;ENSG00000080823
ENSRNOG00000007865;Ephb1;2217.473837;0.809683122;-0.30457069;0.098757528;-3.084025029;0.002042204;0.071637223;Eph receptor B1;;;;ENSG00000154928
ENSRNOG00000007869;Wscd1;3851.172666;0.729207449;-0.455598795;0.194079011;-2.347491333;0.018900313;0.201730351;WSC domain containing 1;;;;ENSG00000179314
ENSRNOG00000007882;Ablim2;5789.211185;1.145816415;0.196375911;0.083074942;2.363840472;0.018086599;0.196833377;actin binding LIM protein family; member 2;;;ENSG00000163995
ENSRNOG00000007890;Usp1;1122.295395;0.847657497;-0.238446644;0.105999556;-2.249506077;0.024480317;0.224549886;ubiquitin specific peptidase 1;;;;ENSG00000162607
ENSRNOG00000007894;Mpdz;6910.70117;1.183236621;0.242738609;0.093807521;2.587624166;0.009664036;0.146468991;multiple PDZ domain crumbs cell polarity complex component;;;;ENSG00000107186
ENSRNOG00000007946;Bcl2l1;2753.396646;0.898488269;-0.154428428;0.066904684;-2.308185604;0.020988816;0.209859734;Bcl2-like 1;;;;ENSG00000171552
ENSRNOG00000007955;Timp4;240.8751357;0.550349141;-0.861580941;0.307948641;-2.797807253;0.005145081;0.107776667;TIMP metallopeptidase inhibitor 4;;;;ENSG00000157150
ENSRNOG00000007970;Plxnc1;4886.366463;1.169553477;0.22595783;0.113476112;1.991236978;0.04645484;0.291934078;plexin C1;;;;ENSG00000136040
ENSRNOG00000007975;Ncoa2;4964.942476;1.123481445;0.167976298;0.07949668;2.112997659;0.034600968;0.259252714;nuclear receptor coactivator 2;;;;ENSG00000140396
ENSRNOG00000007990;Adipor2;1689.350596;0.838025791;-0.254933451;0.125168735;-2.036718282;0.041678281;0.282075937;adiponectin receptor 2;;;;ENSG00000006831
ENSRNOG00000008025;Bend5;4991.529564;1.227793219;0.296067607;0.10625883;2.786287088;0.005331563;0.10935628;BEN domain containing 5;;;;ENSG00000162373
ENSRNOG00000008026;C2cd4c;1297.747303;1.409654426;0.495341532;0.133564269;3.708638069;0.000208377;0.026078915;C2 calcium-dependent domain containing 4C;;;;ENSG00000183186
ENSRNOG00000008030;Shc2;2298.055553;1.19707773;0.259516835;0.101483398;2.557234375;0.01055081;0.154389977;SHC adaptor protein 2;;;;0
ENSRNOG00000008053;Atp8a2;6589.388508;1.169281262;0.225622001;0.099324679;2.271560341;0.023113079;0.217604093;ATPase phospholipid transporting 8A2;;;;ENSG00000132932
ENSRNOG00000008055;Ccne2;305.4847319;0.741783886;-0.430929167;0.15703578;-2.744146381;0.006066848;0.11711792;cyclin E2;;;;ENSG00000175305
ENSRNOG00000008063;Hibadh;2653.105238;0.869844691;-0.201170261;0.098218788;-2.048185122;0.040541864;0.279646073;3-hydroxyisobutyrate dehydrogenase;;;;ENSG00000106049
ENSRNOG00000008075;Ift74;1322.004712;0.911940084;-0.132989055;0.058154038;-2.286841285;0.022205089;0.215881995;intraflagellar transport 74;;;;ENSG00000096872
ENSRNOG00000008079;Ugp2;3681.795615;0.879113054;-0.185879386;0.080219471;-2.317135515;0.020496351;0.207038379;UDP-glucose pyrophosphorylase 2;;;;ENSG00000169764
ENSRNOG00000008102;Dph7;949.1156373;1.150960882;0.202838801;0.076964686;2.635478823;0.008401867;0.136483599;diphthamide biosynthesis 7;;;;ENSG00000148399
ENSRNOG00000008115;Arhgap11a;167.0316719;0.684256165;-0.547391566;0.17392014;-3.147373081;0.001647446;0.064421799;Rho GTPase activating protein 11A;;;;ENSG00000285077
ENSRNOG00000008174;Appl2;1960.147398;0.759177545;-0.397490773;0.114696897;-3.465575655;0.000529098;0.038874199;adaptor protein; phosphotyrosine interacting with PH domain and leucine zipper 2;;;ENSG00000136044
ENSRNOG00000008187;Ubash3b;713.6068543;1.177166933;0.235318922;0.110932714;2.121276169;0.033898569;0.256829693;ubiquitin associated and SH3 domain containing; B;;;ENSG00000154127
ENSRNOG00000008203;Synpr;6363.011626;1.176756505;0.234815828;0.114586907;2.04923786;0.040438862;0.279118956;synaptoporin;;;;ENSG00000163630
ENSRNOG00000008212;Wdr5;1739.149454;1.151476609;0.203485105;0.070338598;2.892936612;0.003816583;0.095799451;WD repeat domain 5;;;;ENSG00000196363
ENSRNOG00000008223;Cnr1;15253.57792;1.131513336;0.178253588;0.079618722;2.238840109;0.025166322;0.226910978;cannabinoid receptor 1;;;;ENSG00000118432
ENSRNOG00000008237;Unc13b;4352.329045;1.284637778;0.361361628;0.128987458;2.801525306;0.005086165;0.107444189;unc-13 homolog B;;;;ENSG00000198722
ENSRNOG00000008247;Ikbip;1005.517051;0.826675931;-0.274606213;0.111984175;-2.452187667;0.014199059;0.175327507;IKBKB interacting protein;;;;ENSG00000166130
ENSRNOG00000008258;Fnbp1;8036.277943;0.760716328;-0.394569524;0.136194619;-2.897100693;0.003766289;0.095315513;formin binding protein 1;;;;ENSG00000187239
ENSRNOG00000008277;Bag1;1064.146158;0.864131917;-0.210676526;0.09121546;-2.309658107;0.02090709;0.209468048;BAG cochaperone 1;;;;ENSG00000107262
ENSRNOG00000008279;Mrps15;1511.220283;0.916080541;-0.126453651;0.062487813;-2.023653022;0.043005865;0.284383544;mitochondrial ribosomal protein S15;;;;ENSG00000116898
ENSRNOG00000008287;Nle1;250.6267912;1.233932394;0.303263353;0.119841276;2.530541766;0.011388653;0.159722337;notchless homolog 1;;;;ENSG00000073536
ENSRNOG00000008297;Oser1;636.7473844;0.871836283;-0.197870849;0.100031417;-1.978087033;0.047918889;0.295476474;oxidative stress responsive serine-rich 1;;;;ENSG00000132823
ENSRNOG00000008334;Crocc;915.6463549;1.309238952;0.38872843;0.164825445;2.358424886;0.018352674;0.198413091;ciliary rootlet coiled-coil; rootletin;;;ENSG00000058453
ENSRNOG00000008336;Tnfrsf11b;1486.262512;0.74541841;-0.423877644;0.206811226;-2.049587213;0.040404729;0.279118956;TNF receptor superfamily member 11B;;;;ENSG00000164761
ENSRNOG00000008364;Cat;2033.531304;0.823725733;-0.279764037;0.095840664;-2.919053614;0.003510958;0.093255095;catalase;;;;ENSG00000121691
ENSRNOG00000008409;Myo1f;236.6296851;0.780274986;-0.357945445;0.154360743;-2.318889103;0.02040105;0.206216775;myosin IF;;;;ENSG00000142347
ENSRNOG00000008459;Anapc13;573.6996414;0.81800471;-0.289818945;0.130175424;-2.226372203;0.025989261;0.231349851;anaphase promoting complex subunit 13;;;;ENSG00000129055
ENSRNOG00000008470;Lrrc43;152.4955309;1.330676207;0.412159564;0.162792116;2.531815259;0.011347376;0.159485275;leucine rich repeat containing 43;;;;ENSG00000158113
ENSRNOG00000008474;Acox3;2128.072051;1.090595728;0.12511641;0.054962036;2.27641511;0.022821176;0.217340562;acyl-CoA oxidase 3; pristanoyl;;;ENSG00000087008
ENSRNOG00000008487;Amotl2;1000.248744;0.78873032;-0.342395991;0.123260534;-2.777823358;0.005472436;0.110556681;angiomotin like 2;;;;ENSG00000114019
ENSRNOG00000008510;Abtb2;339.0722429;0.767284489;-0.382166505;0.114643746;-3.333513768;0.000857564;0.046220836;ankyrin repeat and BTB domain containing 2;;;;ENSG00000166016
ENSRNOG00000008517;Cdc42ep1;507.5190411;0.508183893;-0.976577444;0.212492701;-4.595816431;4.31E-06;0.005304888;CDC42 effector protein 1;;;;ENSG00000128283
ENSRNOG00000008533;ago-02;1783.838592;1.155274297;0.208235431;0.079747721;2.611177207;0.009023112;0.140311147;argonaute RISC catalytic component 2;;;;ENSG00000123908
ENSRNOG00000008548;LOC100360940;121.2677274;0.804179901;-0.314409816;0.145834754;-2.155932022;0.031088974;0.248174034;diablo-like;;;;ENSG00000184047
ENSRNOG00000008557;Abcb8;1716.891782;1.154589071;0.207379474;0.095755967;2.165708114;0.030333499;0.245594905;ATP binding cassette subfamily B member 8;;;;ENSG00000197150
ENSRNOG00000008560;Ccdc30;3248.485986;1.291796271;0.369378561;0.112469029;3.284269139;0.001022472;0.051360105;coiled-coil domain containing 30;;;;ENSG00000186409
ENSRNOG00000008578;Cdk16;9105.927377;0.811064195;-0.302111987;0.131307921;-2.30079027;0.021403489;0.212709772;cyclin-dependent kinase 16;;;;ENSG00000102225
ENSRNOG00000008585;Tmbim7;59.18273316;1.498976881;0.583978132;0.235765603;2.47694373;0.013251279;0.172676477;transmembrane BAX inhibitor motif containing 7;;;;0
ENSRNOG00000008592;Barx2;44.77223995;0.613064062;-0.705890258;0.297611741;-2.371849502;0.017699298;0.195646137;BARX homeobox 2;;;;ENSG00000043039
ENSRNOG00000008613;Gatad1;2400.307155;0.873522524;-0.195083191;0.070153768;-2.780794218;0.00542261;0.109850619;GATA zinc finger domain containing 1;;;;ENSG00000157259
ENSRNOG00000008619;Agtrap;373.8433187;0.776245877;-0.365414394;0.149208471;-2.449019083;0.014324586;0.176141119;angiotensin II receptor-associated protein;;;;ENSG00000177674
ENSRNOG00000008620;Smad3;2677.373426;1.361498028;0.445194893;0.090790524;4.903539212;9.41E-07;0.001985772;SMAD family member 3;;;;ENSG00000166949
ENSRNOG00000008626;Manea;1618.349425;0.856391946;-0.223656867;0.095453334;-2.343101687;0.01912417;0.201730351;mannosidase; endo-alpha;;;ENSG00000172469
ENSRNOG00000008629;Secisbp2l;10740.855;0.896198435;-0.158109888;0.078278169;-2.019846537;0.043399308;0.285324461;SECIS binding protein 2-like;;;;ENSG00000138593
ENSRNOG00000008639;Pabpc1;6711.625399;0.781603044;-0.35549201;0.161389541;-2.202695456;0.027616221;0.237231566;poly(A) binding protein; cytoplasmic 1;;;0
ENSRNOG00000008663;Nat10;974.5292376;1.116441762;0.158907997;0.080740131;1.968141439;0.049051766;0.298966769;N-acetyltransferase 10;;;;ENSG00000135372
ENSRNOG00000008672;Chmp5;3833.91125;0.863074311;-0.212443313;0.088160942;-2.409721458;0.015964704;0.185555919;charged multivesicular body protein 5;;;;ENSG00000086065
ENSRNOG00000008683;Alk;1215.701699;1.370320792;0.454513667;0.113158882;4.016597366;5.90E-05;0.012952521;ALK receptor tyrosine kinase;;;;ENSG00000171094
ENSRNOG00000008716;Nefh;2459.519801;0.666967293;-0.58431208;0.208972775;-2.796115816;0.005172086;0.108035883;neurofilament heavy chain;;;;0
ENSRNOG00000008720;Wbp1;742.9826293;0.839668996;-0.252107376;0.107764475;-2.339429359;0.019313224;0.201730351;WW domain binding protein 1;;;;ENSG00000239779
ENSRNOG00000008728;Unc79;6281.107715;1.186276696;0.246440554;0.088412755;2.787386902;0.0053135;0.10935628;unc-79 homolog; NALCN channel complex subunit;;;ENSG00000133958
ENSRNOG00000008747;Plekha5;7443.962237;1.208887317;0.273679775;0.117282385;2.333511334;0.019621324;0.202576995;pleckstrin homology domain containing A5;;;;ENSG00000052126
ENSRNOG00000008749;Col5a1;790.0241782;1.383205865;0.468015891;0.183165371;2.555154872;0.010614056;0.154762684;collagen type V alpha 1 chain;;;;ENSG00000130635
ENSRNOG00000008766;Grin2b;11979.60573;1.225510301;0.293382611;0.08591376;3.414850075;0.000638171;0.04280988;glutamate ionotropic receptor NMDA type subunit 2B;;;;ENSG00000273079
ENSRNOG00000008806;Clip4;905.2150733;1.301183145;0.379824039;0.102054795;3.721765749;0.000197835;0.025855045;CAP-GLY domain containing linker protein family; member 4;;;ENSG00000115295
ENSRNOG00000008816;Gpnmb;562.544694;0.732673039;-0.448758567;0.155993605;-2.876775411;0.004017614;0.096519211;glycoprotein nmb;;;;ENSG00000136235
ENSRNOG00000008829;Sorbs3;1471.817478;0.780866062;-0.356852983;0.110474;-3.230198795;0.001237042;0.056384667;sorbin and SH3 domain containing 3;;;;ENSG00000120896
ENSRNOG00000008862;Abcg4;2216.60005;1.152846455;0.205200376;0.078734867;2.606219895;0.009154767;0.141596599;ATP binding cassette subfamily G member 4;;;;ENSG00000172350
ENSRNOG00000008868;Dusp19;1271.162368;0.772856414;-0.371727688;0.131453201;-2.827832921;0.004686426;0.103093655;dual specificity phosphatase 19;;;;ENSG00000162999
ENSRNOG00000008898;Trmt44;419.1107636;1.181948454;0.241167119;0.10722743;2.249117775;0.024505004;0.224636809;tRNA methyltransferase 44;;;;ENSG00000155275
ENSRNOG00000008915;Prima1;426.3386217;0.554954442;-0.849558754;0.271020658;-3.134664204;0.001720509;0.065149953;proline rich membrane anchor 1;;;;ENSG00000175785
ENSRNOG00000008927;Hbp1;1219.861811;0.887355505;-0.172415882;0.087385996;-1.9730379;0.048491245;0.297144688;HMG-box transcription factor 1;;;;ENSG00000105856
ENSRNOG00000008937;Csrp1;5506.640779;0.522341083;-0.936935916;0.221692779;-4.226280704;2.38E-05;0.008532109;cysteine and glycine-rich protein 1;;;;ENSG00000159176
ENSRNOG00000008944;Ext2;2164.453765;1.134301747;0.181804477;0.085529821;2.125626768;0.033534349;0.256465699;exostosin glycosyltransferase 2;;;;ENSG00000151348
ENSRNOG00000008950;Adi1;596.2257945;0.823788197;-0.279654638;0.137415605;-2.035101021;0.041840709;0.282450045;acireductone dioxygenase 1;;;;ENSG00000182551
ENSRNOG00000008987;Ndufb9;5818.221132;0.855859379;-0.224554319;0.076232724;-2.945642054;0.003222851;0.089649595;NADH:ubiquinone oxidoreductase subunit B9;;;;ENSG00000170881
ENSRNOG00000009000;Foxj2;1982.919998;1.111423876;0.152409139;0.066525848;2.290976246;0.021964788;0.21496089;forkhead box J2;;;;ENSG00000065970
ENSRNOG00000009033;Cntn2;2676.00165;0.662739322;-0.593486575;0.218219617;-2.719675638;0.006534598;0.122001194;contactin 2;;;;ENSG00000184144
ENSRNOG00000009046;Phf13;584.1400995;1.334405674;0.416197328;0.133252273;3.123378827;0.001787875;0.066008333;PHD finger protein 13;;;;ENSG00000116273
ENSRNOG00000009049;Usp11;7779.960942;1.128266248;0.174107555;0.087206606;1.996495017;0.045880068;0.290663425;ubiquitin specific peptidase 11;;;;ENSG00000102226
ENSRNOG00000009057;NA;11628.59076;0.801673564;-0.318913194;0.081344424;-3.92052925;8.84E-05;0.016728492;NA;;;;ENSG00000008952
ENSRNOG00000009075;Trim13;219.5522233;0.830893416;-0.267264669;0.135501454;-1.972411822;0.048562613;0.29718398;tripartite motif-containing 13;;;;ENSG00000204977
ENSRNOG00000009085;Prkag2;4628.807905;1.139415382;0.188293788;0.080328006;2.344061529;0.019075024;0.201730351;protein kinase AMP-activated non-catalytic subunit gamma 2;;;;ENSG00000106617
ENSRNOG00000009102;Fermt2;4934.114423;0.762713457;-0.39078694;0.11653837;-3.353289896;0.00079857;0.044671531;FERM domain containing kindlin 2;;;;ENSG00000073712
ENSRNOG00000009112;Pon2;3476.307846;0.740603006;-0.433227689;0.167854424;-2.580972718;0.009852237;0.148315833;paraoxonase 2;;;;ENSG00000105854
ENSRNOG00000009163;Fam133b;2074.493443;0.897454542;-0.156089229;0.065754742;-2.373809482;0.017605632;0.195068811;family with sequence similarity 133; member B;;;ENSG00000234545
ENSRNOG00000009195;Tnks1bp1;4949.415499;1.206523238;0.270855702;0.104698707;2.587001407;0.00968152;0.146492503;tankyrase 1 binding protein 1;;;;ENSG00000149115
ENSRNOG00000009199;Accs;131.5150221;1.385083192;0.469972632;0.139919428;3.358880463;0.000782589;0.044451062;1-aminocyclopropane-1-carboxylate synthase;;;;ENSG00000110455
ENSRNOG00000009211;C3ar1;163.9482715;0.742675749;-0.429195626;0.202026821;-2.124448737;0.033632638;0.256483172;complement C3a receptor 1;;;;ENSG00000171860
ENSRNOG00000009219;Hepacam;2457.852131;0.716072933;-0.48182156;0.142223611;-3.387774768;0.000704621;0.044231636;hepatic and glial cell adhesion molecule;;;;ENSG00000165478
ENSRNOG00000009233;Ankrd49;846.7957872;0.887820473;-0.171660118;0.079251638;-2.166013514;0.030310154;0.245540515;ankyrin repeat domain 49;;;;ENSG00000168876
ENSRNOG00000009244;Abhd4;2963.739499;0.78223363;-0.354328532;0.176869715;-2.003330717;0.045141803;0.28972366;abhydrolase domain containing 4; N-acyl phospholipase B;;;ENSG00000100439
ENSRNOG00000009250;Pts;327.804089;0.848658568;-0.236743848;0.110997168;-2.132881871;0.032934418;0.254887139;6-pyruvoyl-tetrahydropterin synthase;;;;ENSG00000150787
ENSRNOG00000009253;Igsf9b;1906.329434;1.362123925;0.445857965;0.152178061;2.9298439;0.003391323;0.091225976;immunoglobulin superfamily; member 9B;;;ENSG00000080854
ENSRNOG00000009266;Anp32b;2251.560948;0.785148021;-0.348963429;0.098342065;-3.54846554;0.000387483;0.033269445;acidic nuclear phosphoprotein 32 family member B;;;;ENSG00000136938
ENSRNOG00000009285;Eipr1;1654.598705;1.201095363;0.264350701;0.112303496;2.353895562;0.01857783;0.199677869;EARP complex and GARP complex interacting protein 1;;;;ENSG00000032389
ENSRNOG00000009288;Fgf14;8276.887051;1.185596157;0.245612676;0.088037117;2.789876424;0.005272816;0.10935628;fibroblast growth factor 14;;;;ENSG00000102466
ENSRNOG00000009291;Dnase1l3;8.016981554;2.075515057;1.053469398;0.512771361;2.05446224;0.039930974;NA;deoxyribonuclease 1-like 3;;;;ENSG00000163687
ENSRNOG00000009318;Ttll5;3205.292478;0.789823637;-0.34039755;0.121778812;-2.795211625;0.005186575;0.108185511;tubulin tyrosine ligase like 5;;;;0
ENSRNOG00000009324;Wdr54;1696.109886;1.151277313;0.203235383;0.090044218;2.257061998;0.024004201;0.221836071;WD repeat domain 54;;;;ENSG00000005448
ENSRNOG00000009332;Rec114;19.74956108;1.82736123;0.869761852;0.387352758;2.245399921;0.024742471;NA;REC114 meiotic recombination protein;;;;ENSG00000183324
ENSRNOG00000009345;Ugt8;2228.495121;0.37507257;-1.414758334;0.479981997;-2.94752375;0.003203301;0.089649595;UDP glycosyltransferase 8;;;;ENSG00000174607
ENSRNOG00000009381;Mapk6;3775.334535;0.879519151;-0.185213103;0.084621692;-2.188718965;0.028617273;0.239988577;mitogen-activated protein kinase 6;;;;ENSG00000069956
ENSRNOG00000009385;Pik3cg;477.7699897;0.791120419;-0.338030786;0.169923777;-1.989308335;0.04666718;0.292273502;phosphatidylinositol-4;5-bisphosphate 3-kinase; catalytic subunit gamma;;ENSG00000105851
ENSRNOG00000009436;Hemgn;7.029237287;0.306390618;-1.706555973;0.577426018;-2.955453892;0.003122094;NA;hemogen;;;;ENSG00000136929
ENSRNOG00000009437;Ewsr1;8402.170656;1.101427769;0.139374887;0.068164135;2.044695325;0.040884905;0.280438098;EWS RNA-binding protein 1;;;;ENSG00000182944
ENSRNOG00000009450;Hcn4;266.5539703;1.344814762;0.427407466;0.178568985;2.393514561;0.016687819;0.190452635;hyperpolarization activated cyclic nucleotide-gated potassium channel 4;;;;ENSG00000138622
ENSRNOG00000009471;Epsti1;119.028012;0.733789629;-0.446561581;0.202843914;-2.201503471;0.027700401;0.237242565;epithelial stromal interaction 1;;;;ENSG00000133106
ENSRNOG00000009482;Emx2;385.669256;0.710574581;-0.492942014;0.217401623;-2.267425646;0.023364236;0.218475034;empty spiracles homeobox 2;;;;ENSG00000170370
ENSRNOG00000009487;Gpr160;38.26433481;0.574877864;-0.798672614;0.258044988;-3.095090592;0.001967528;0.069679742;G protein-coupled receptor 160;;;;ENSG00000173890
ENSRNOG00000009491;Phc3;2628.224229;1.161741998;0.216289707;0.102132881;2.117728453;0.034198072;0.257717924;polyhomeotic homolog 3;;;;ENSG00000173889
ENSRNOG00000009506;Mre11;1095.004304;1.12158621;0.165540517;0.070255054;2.356279132;0.018459041;0.198952178;MRE11 homolog; double strand break repair nuclease;;;ENSG00000020922
ENSRNOG00000009531;Col9a3;294.9773682;0.593078378;-0.753705318;0.278256655;-2.708669508;0.006755359;0.123626105;collagen type IX alpha 3 chain;;;;0
ENSRNOG00000009565;Pdk4;249.8787821;0.679394984;-0.557677528;0.193766188;-2.878095168;0.004000844;0.096519211;pyruvate dehydrogenase kinase 4;;;;ENSG00000004799
ENSRNOG00000009582;Rpe65;73.36105093;0.496901907;-1.008967016;0.381361408;-2.645697741;0.008152262;0.135577265;retinoid isomerohydrolase RPE65;;;;ENSG00000116745
ENSRNOG00000009629;Car2;4414.08419;0.468987217;-1.092379494;0.307783355;-3.54918314;0.000386428;0.033269445;carbonic anhydrase 2;;;;ENSG00000104267
ENSRNOG00000009656;Rspo1;38.56236507;0.492118995;-1.022920891;0.442069506;-2.313936785;0.02067119;0.208092797;R-spondin 1;;;;ENSG00000169218
ENSRNOG00000009660;Enpp6;203.9340427;0.447118675;-1.16127029;0.31974411;-3.631873905;0.000281371;0.029262543;ectonucleotide pyrophosphatase/phosphodiesterase 6;;;;ENSG00000164303
ENSRNOG00000009687;Ccdc120;534.5203832;1.192598444;0.254108359;0.096632855;2.629626954;0.008547861;0.138112484;coiled-coil domain containing 120;;;;ENSG00000147144
ENSRNOG00000009694;Bmp4;200.2621379;0.472039723;-1.083019825;0.226968024;-4.771684591;1.83E-06;0.002997764;bone morphogenetic protein 4;;;;ENSG00000125378
ENSRNOG00000009718;Pex12;492.0162492;0.837790697;-0.255338231;0.12618898;-2.02345903;0.043025844;0.284383544;peroxisomal biogenesis factor 12;;;;ENSG00000108733
ENSRNOG00000009726;Grip2;1286.540911;1.179978172;0.238760172;0.08264618;2.888943819;0.003865381;0.095841985;glutamate receptor interacting protein 2;;;;ENSG00000144596
ENSRNOG00000009792;Zbbx;291.6899799;1.270361214;0.34523877;0.128016982;2.696820103;0.007000508;0.125923873;zinc finger; B-box domain containing;;;ENSG00000169064
ENSRNOG00000009802;Fam124a;807.5620691;1.240137148;0.310499678;0.129893305;2.390420962;0.016829071;0.191178246;family with sequence similarity 124 member A;;;;ENSG00000150510
ENSRNOG00000009805;Wasf2;807.9508044;0.796821654;-0.327671241;0.144833387;-2.262401283;0.023672622;0.220149419;WASP family member 2;;;;ENSG00000158195
ENSRNOG00000009819;Vezf1;2042.800749;0.805408061;-0.312208183;0.073312868;-4.258572766;2.06E-05;0.008532109;vascular endothelial zinc finger 1;;;;ENSG00000136451
ENSRNOG00000009822;Tlr2;267.7072155;0.74176736;-0.430961308;0.193828826;-2.223411854;0.026188041;0.232021214;toll-like receptor 2;;;;ENSG00000137462
ENSRNOG00000009826;Bche;190.8204395;0.748768599;-0.41740816;0.191373121;-2.18112219;0.02917438;0.242022821;butyrylcholinesterase;;;;ENSG00000114200
ENSRNOG00000009832;Slc39a14;1226.959607;1.148977637;0.200350719;0.076704453;2.611982884;0.009001876;0.140311147;solute carrier family 39 member 14;;;;ENSG00000104635
ENSRNOG00000009837;Tmem131l;1412.106566;1.323831354;0.404719345;0.119845761;3.37700175;0.000732806;0.044231636;transmembrane 131 like;;;;ENSG00000121210
ENSRNOG00000009845;Acadm;1097.966245;0.748979539;-0.417001788;0.150844905;-2.764440663;0.005702048;0.113794378;acyl-CoA dehydrogenase medium chain;;;;ENSG00000117054
ENSRNOG00000009886;Fkbp14;300.5191944;0.743280607;-0.428021128;0.167828708;-2.550345123;0.010761633;0.155594214;FKBP prolyl isomerase 14;;;;ENSG00000106080
ENSRNOG00000009897;Clcnkb;114.2861896;1.469136249;0.554968199;0.182840052;3.035266025;0.002403236;0.07837749;chloride voltage-gated channel Kb;;;;ENSG00000184908
ENSRNOG00000009912;Fgr;67.77370418;0.73494845;-0.444285034;0.226579752;-1.960832907;0.049898518;0.301424399;FGR proto-oncogene; Src family tyrosine kinase;;;ENSG00000000938
ENSRNOG00000009934;Emc3;3669.281373;0.892072162;-0.164767677;0.083037385;-1.984258969;0.047226978;0.293281187;ER membrane protein complex subunit 3;;;;ENSG00000125037
ENSRNOG00000009945;Pls1;488.8037971;0.588186194;-0.765655172;0.278630468;-2.747923358;0.005997403;0.116385864;plastin 1;;;;ENSG00000120756
ENSRNOG00000009951;Aif1l;312.1216286;0.652994099;-0.61485814;0.214361612;-2.868322055;0.004126553;0.097661743;allograft inflammatory factor 1-like;;;;ENSG00000126878
ENSRNOG00000009956;Wnk1;8722.815487;0.867863695;-0.204459621;0.079731191;-2.564361818;0.010336573;0.152926596;WNK lysine deficient protein kinase 1;;;;ENSG00000060237
ENSRNOG00000009957;Slc25a13;311.5653111;0.669769262;-0.578263928;0.207878917;-2.781734377;0.005406927;0.109834255;solute carrier family 25 member 13;;;;ENSG00000004864
ENSRNOG00000009958;Nkapd1;1370.653305;0.853237293;-0.228981071;0.096031291;-2.384442276;0.017105031;0.193272457;NKAP domain containing 1;;;;ENSG00000150776
ENSRNOG00000009979;Sebox;1.658237577;0.128371042;-2.961608297;1.459667007;-2.028961594;0.042462202;NA;SEBOX homeobox;;;;ENSG00000274529
ENSRNOG00000010004;Ripply2;136.4695588;1.392511067;0.477688793;0.149814841;3.188527842;0.001429992;0.060337507;ripply transcriptional repressor 2;;;;ENSG00000203877
ENSRNOG00000010034;Asah1;3150.548578;0.91227966;-0.132451944;0.065557358;-2.020397816;0.04334214;0.285324461;N-acylsphingosine amidohydrolase 1;;;;ENSG00000104763
ENSRNOG00000010038;Psmc5;7694.447618;0.863363693;-0.21195967;0.077843711;-2.722887549;0.006471408;0.121281415;proteasome 26S subunit; ATPase 5;;;ENSG00000087191
ENSRNOG00000010041;Ube2g1;3009.344456;0.888561467;-0.170456515;0.078344032;-2.175743459;0.029574449;0.243725143;ubiquitin-conjugating enzyme E2G 1;;;;ENSG00000132388
ENSRNOG00000010058;Spry2;2355.038225;0.856379011;-0.223678659;0.113282254;-1.974525146;0.048322061;0.296477025;sprouty RTK signaling antagonist 2;;;;ENSG00000136158
ENSRNOG00000010060;Panx1;1596.285729;1.213317938;0.278957644;0.117305481;2.378044424;0.017404729;0.194427411;Pannexin 1;;;;ENSG00000110218
ENSRNOG00000010065;Dgkh;2884.279115;1.292282935;0.369921971;0.11670456;3.169730229;0.001525805;0.063117905;diacylglycerol kinase; eta;;;ENSG00000102780
ENSRNOG00000010079;Car3;36.15881944;0.60680612;-0.720692458;0.266720836;-2.702047834;0.006891385;0.125489197;carbonic anhydrase 3;;;;ENSG00000164879
ENSRNOG00000010085;Cldn10;1328.458535;0.83437531;-0.261231627;0.120717554;-2.163990392;0.030465087;0.245986004;claudin 10;;;;ENSG00000134873
ENSRNOG00000010091;Efcab14;3935.348041;0.784336482;-0.350455389;0.090455531;-3.874338953;0.000106915;0.019255044;EF-hand calcium binding domain 14;;;;ENSG00000159658
ENSRNOG00000010105;S100a11;7.793435662;0.33496166;-1.577932121;0.533772366;-2.956189234;0.003114659;NA;S100 calcium binding protein A11;;;;ENSG00000163191
ENSRNOG00000010117;Eif3a;11137.78983;0.889617224;-0.168743374;0.075568168;-2.232995448;0.025549245;0.228812155;eukaryotic translation initiation factor 3; subunit A;;;ENSG00000107581
ENSRNOG00000010131;Rin2;2009.883128;0.827043887;-0.273964207;0.130659542;-2.096779182;0.036013127;0.265240215;Ras and Rab interactor 2;;;;ENSG00000132669
